site_name,latitude,longitude,region,country,state,county,com_type,commod1,commod2,commod3,oper_type,dep_type,prod_size,dev_stat,ore,gangue,work_type,names,ore_ctrl,hrock_type,arock_type
"Sherlock Bay, Australia",-20.79662,117.54936,OC,Australia,Western Australia,,B,Nickel,Copper,"Iron, Sulfur",Unknown,,N,Occurrence,"Chalcopyrite, Magnetite, Pentlandite, Pyrite, Pyrrhotite","Calcite, Epidote, Quartz, Stilpnomelane",,,,"Gabbro,Gneiss,Rhyolite,Andesite,Basalt,Granite",
"Mt.Windarra South, Australia",-28.47954,122.23253,OC,Australia,Western Australia,,B,Nickel,Copper,"Iron, Sulfur",Unknown,,Y,Past Producer,,,Surface/Underground,,Banded Iron Formation,"Ultramafic Intrusive Rock,Metasedimentary Rock,Iron Formation","Ultramafic Intrusive Rock,Gneiss,Granite"
"Mt.Windarra, Australia",-28.49621,122.16587,OC,Australia,Western Australia,,B,"Nickel, Copper",,"Iron, Sulfur",Unknown,,Y,Past Producer,"Chalcopyrite, Magnetite, Pentlandite, Pyrite, Pyrrhotite",,Underground,North Operations,Komatite Magmas Emplaced In Archean Greenstone Belts,"Ultramafic Intrusive Rock,Metasedimentary Rock,Iron Formation","Ultramafic Intrusive Rock,Gneiss,Granite"
"Mt.Keith, Australia",-27.39625,120.53258,OC,Australia,Western Australia,,M,"Nickel, Cobalt","Copper, Chromium, Platinum",Iron,Unknown,,S,Past Producer,"Chromite, Magnetite, Millerite, Pentlandite, Pyrrhotite",,,,Precambrian Greenstone Belt,"Dunite,Metasedimentary Rock,Metavolcanic Rock,Amphibolite,Arkose,Granite","Diorite,Gabbro,Peridotite,Dunite,Granite"
"Carr Boyd Rocks, Austrlia",-30.0628,121.63253,OC,Australia,Western Australia,,M,Nickel,Copper,Iron,Unknown,,Y,Past Producer,"Chalcopyrite, Pentlandite, Pyrite","Biotite, Hornblende, Olivine, Plagioclase",,,,"Norite,Troctolite,Anorthosite,Dunite,Harzburgite,Clastic Sedimentary Rock","Ultramafic Intrusive Rock,Felsic Volcanic Rock,Granite"
"Scotia Mine, Australia",-30.19613,121.26588,OC,Australia,Western Australia,,M,Nickel,"Copper, Cobalt",Iron,Unknown,,Y,Past Producer,"Chalcopyrite, Limonite, Magnetite, Pentlandite, Pyrite, Pyrrhotite",,Underground,,,"Ultramafic Intrusive Rock,Metasedimentary Rock","Tuff,Basalt,Granite"
Nepean,-31.16276,121.08254,OC,Australia,Western Australia,,M,Nickel,"Cobalt, Copper","Iron, Palladium, Iridium, Gold",Unknown,,Y,Producer,"Chalcopyrite, Cubanite, Magnetite, Millerite, Pyrrhotite",,Underground,,"Archaen ""Greenstone Belt"". Orebodies Mainly In Contact Zones Of Ultramafics And Amphibolites",Amphibolite,Ultramafic Intrusive Rock
"Spargoville, Australia",-31.32941,121.49919,OC,Australia,Western Australia,,M,Nickel,Copper,Iron,Unknown,,Y,Past Producer,"Chalcopyrite, Pentlandite, Pyrrhotite",,Unknown,Location 2 & 3,,"Ultramafic Intrusive Rock,Dunite,Metasedimentary Rock,Amphibolite","Ultramafic Intrusive Rock,Dunite"
"Redross, Australia",-31.5794,121.06587,OC,Australia,Western Australia,,M,Nickel,Copper,Iron,Unknown,,Y,Past Producer,"Chalcopyrite, Pyrite",,Underground,,The Redross Mineralization Is On The Basal Contact Of The Redross Ultrabasic Which Lies Between Two Metabasalt Units,"Ultramafic Intrusive Rock,Amphibolite,Basalt,Granite","Ultramafic Intrusive Rock,Basalt,Granite"
"Perseverance, Australia",-27.8129,120.69924,OC,Australia,Western Australia,,M,Nickel,Copper,,Unknown,,N,Occurrence,"Pentlandite, Pyrrhotite",Goethite,,,,"Dunite,Metasedimentary Rock,Gneiss,Amphibolite,Serpentinite","Dunite,Gneiss,Amphibolite,Serpentinite"
"Marlborough, Australia",-22.8467,149.83202,OC,Australia,Queensland,,M,Nickel,Cobalt,,Unknown,,N,Occurrence,,,,,,,
Greenvale,-18.91356,144.98213,OC,Australia,Queensland,,M,"Nickel, Cobalt","Copper, Chromium","PGE, Zinc, Iron",Unknown,,Y,Producer,Goethite,,Surface,,"Zone Of Nickel Enrichment Has An Average Thickness Of 8 M, With Local Development To 20 M.  It Lies Under A Cover Of About 6 M Of Ferruginous Overburden Containing Less Than 1% Ni.",Peridotite,
"Yoganup Centalmine, Australia",-33.61264,115.59933,OC,Australia,Western Australia,,M,"Zirconium, Titanium, Metal",,,Unknown,Placer,U,Prospect,"Ilmenite, Monazite, Zircon","Kaolin, Muscovite, Quartz",,Yoganup Mine,Fossil Shorelines,Clastic Sedimentary Rock,Gneiss
"North Boyanup, Australia",-33.4793,115.73266,OC,Australia,Western Australia,,M,"Titanium, Metal, Zirconium",,,Unknown,Placer,N,Occurrence,,,,,,,
"Stratham South Mine, Australia",-30.49608,115.58269,OC,Australia,Western Australia,,M,"Titanium, Metal","Zirconium, REE",,Unknown,Placer,U,Prospect,"Ilmenite, Monazite, Zircon",Quartz,,Stratham Mine,Fossil Shoreline,Sand and Gravel,
"Koombana Bay Mine, Australia",-33.31265,115.64933,OC,Australia,Western Australia,,M,"Titanium, Metal, Zirconium",REE,,Unknown,Placer,U,Occurrence,"Ilmenite, Monazite, Zircon",,,,Fossil Shoreline,,
"Wonnerup Mine, Australia",-33.66263,115.41601,OC,Australia,Western Australia,,M,"Titanium, Metal, Zirconium",REE,,Unknown,Placer,U,Prospect,"Ilmenite, Monazite, Zircon",,,,Fossil Shoreline,Sand and Gravel,
"Jurien Deposit, Australia",-30.31276,115.16604,OC,Australia,,,M,"Titanium, Metal, Zirconium, REE",,,Unknown,Placer,U,Occurrence,"Garnet, Ilmenite, Kyanite, Monazite, Rutile, Zircon",,Surface,Jurien Bay,Fossil Shorelines,Sand and Gravel,
"Cooljarloo Prospect, Australia",-30.66274,115.33269,OC,Australia,Western Australia,,M,"Titanium, Metal",,,Unknown,Placer,N,Occurrence,,,,,,,
"Dobney Prospect, Australia",-29.77944,115.31604,OC,Australia,Western Australia,,M,"Titanium, Metal",Zirconium,,Unknown,Placer,N,Occurrence,,,,,,Sand and Gravel,
Eneabba,-29.89611,115.26604,OC,Australia,Western Australia,,M,"Titanium, Metal, Zirconium",REE,,Unknown,,L,Producer,"Ilmenite, Kyanite, Monazite, Rutile, Zircon",Quartz,,"Adamson Deposit, Stage 1 Operations",Fossil Shorelines,Sand and Gravel,
North Capel Mine,-33.51264,115.58266,OC,Australia,Western Australia,,M,"Titanium, Metal","Zirconium, REE",,Unknown,,Y,Producer,"Ilmenite, Monazite, Rutile, Zircon","Clay, Quartz",,Capel Mine,,"Sand and Gravel,Clastic Sedimentary Rock",
"Dunwich, Australia",-27.57984,153.89858,OC,Australia,Queensland,,M,"Titanium, Metal, Zirconium",,,Unknown,Placer,Y,Past Producer,"Rutile, Zircon",,,North Stradbroke Island,,,
"South Port, Australia",-27.96316,153.33191,OC,Australia,Queensland,,M,"Zirconium, Titanium, Metal",,,Unknown,Placer,S,Past Producer,"Rutile, Zircon",,,,,,
"Hexham, Australia",-32.16647,147.01159,OC,Australia,New South Wales,,M,"Zirconium, Titanium, Metal",,,Unknown,Placer,S,Past Producer,"Rutile, Zircon",,,,,,
"Double Island Point, Australia",-25.9299,153.11528,OC,Australia,Queensland,,M,"Titanium, Metal, Zirconium",,,Unknown,Placer,Y,Past Producer,"Rutile, Zircon",,,,,,
"Fraser Island, Australia",-24.6633,153.24862,OC,Australia,Queensland,,M,"Titanium, Metal",,,Unknown,Placer,Y,Past Producer,,,,,,,
"North Stradbroke Island, Australia",-27.49651,153.89858,OC,Australia,Queensland,,M,"Titanium, Metal, Zirconium",,,Unknown,Placer,U,Prospect,"Ilmenite, Monazite, Rutile, Zircon",,,,,,
"Evants West, Australia",-29.19644,153.24857,OC,Australia,New South Wales,,M,"Titanium, Metal, Zirconium, REE",,,Unknown,Placer,N,Occurrence,"Ilmenite, Monazite, Rutile, Zircon",,,"Plant Ii, Part of Jerusalem Creak",,Sand and Gravel,
"Cudgen, Australia",-28.41314,153.39858,OC,Australia,New South Wales,,M,"Titanium, Metal",Zirconium,,Unknown,Placer,Y,Past Producer,"Ilmenite, Zircon",,,,,,
"Islands of Queensland, Australia",-22.57045,144.54695,OC,Australia,Queensland,,M,"Titanium, Metal",,,Unknown,Placer,N,Prospect,,,,,,,
"Coast of Queensland, Australia",-22.57045,144.54695,OC,Australia,Queensland,,M,"Titanium, Metal",,,Unknown,Placer,N,Occurrence,,,,,,,
"Northern Division Nsw, Australia",-32.16647,147.01159,OC,Australia,New South Wales,,M,"Titanium, Metal",,,Unknown,Placer,N,Occurrence,,,,,,,
"Southern Division Nsw, Australia",-32.16647,147.01159,OC,Australia,New South Wales,,M,"Titanium, Metal",,,Unknown,Placer,N,Occurrence,,,,,,,
"Eneabba Total, Australia",-25.46243,122.17743,OC,Australia,Western Australia,,M,"Titanium, Metal, Zirconium",REE,,Unknown,Placer,N,Occurrence,,,,,,,
"Geographe Bay, Australia",-25.46243,122.17743,OC,Australia,Western Australia,,M,"REE, Titanium, Metal, Zirconium",,,Unknown,Placer,N,Occurrence,,,,,,,
"Mitchell Platenau, Australia",-15.21373,125.93252,OC,Australia,Western Australia,,M,Aluminum,"Silica, Ferrosilicon",,Unknown,,N,Prospect,Bauxite,"Goethite, Kaolinite",,Kimberley,Bauxite Deposits Are Confined To The Areas Of Carson Basalts,,Basalt
Groote Eylandt,-13.99719,136.49898,OC,Australia,Northern Territory*,,M,Manganese,,,Unknown,,Y,Producer,"Lithiophorite, Psilomelane, Pyrolusite, Todorokite","Goethite, Quartz",,,"Precretaceous Landsurface, Transgression Zones",Argillite,
Weipa,-12.66399,141.91556,OC,Australia,Queensland,,M,Aluminum,,,Unknown,,L,Producer,"Bauxite, Boehmite, Gibbsite, Kaolinite","Anatase, Goethite, Hematite, Quartz",Surface,"Cape York, Comalco",,"Silt,Arkose",
Gove,-12.29733,136.74898,OC,Australia,Northern Territory*,,M,"Aluminum, Iron","Silica, Ferrosilicon, Titanium",,Unknown,,L,Producer,"Bauxite, Boehmite, Gibbsite",,Surface,,,"Clay, Mud,Sand and Gravel,Siltstone",Granite
Mount Saddleback,-32.92932,116.09932,OC,Australia,Western Australia,,M,Aluminum,,,Unknown,,L,Producer,"Bauxite, Boehmite, Gibbsite",Quartz,,Alwest,Hill Slopes; Altitude Between 240 And 440 M Asl,,Granite
Mount Lyell,-42.11278,145.54846,OC,Australia,Tasmania,,M,Copper,"Sulfur-Pyrite, Gold, Silver","Zinc, Lead, Tin, Molybdenum",Unknown,,Y,Producer,"Bornite, Chalcocite, Chalcopyrite, Covellite, Digenite, Enargite, Galena, Hematite, Linnaeite, Magnetite, Molybdenite, Pyrite, Sphalerite, Stromeyerite","Apatite, Barite, Calcite, Chlorite, Fluorite, Quartz, Rutile, Sericite, Siderite, Zircon",,,,"Chert,Volcanic Rock (Aphanitic),Rhyolite",
Argyle Ak-1,-16.7114,128.38302,OC,Australia,Western Australia,,N,Diamond,,,Unknown,,L,Producer,,"Enstatite, Leucite, Olivine, Phlogopite",,,Halls Creek Fault Intersection With Ivanhoe Fault,"Volcanic Rock (Aphanitic),Lamprophyre",Sand and Gravel
Woodsreef,-30.39638,151.7319,OC,Australia,New South Wales,,N,Asbestos,,,Unknown,,Y,Producer,Chrysotile,Magnesite,,,,"Dunite,Orthopyroxenite,Serpentinite",
Pine Creek,-13.7472,131.99908,OC,Australia,Northern Territory*,,M,Gold,,Lead,Unknown,,Y,Producer,"Galena, Pyrite",Quartz,,,,"Shale,Siltstone",
Golden Crown,-27.4629,117.84932,OC,Australia,Western Australia,,M,Gold,,Arsenic,Unknown,,Y,Producer,"Chalcopyrite, Marcasite, Pyrite, Pyrrhotite","Chlorite, Quartz, Sericite",,,,Diorite,
Harbour Lights,-28.86285,121.38255,OC,Australia,Western Australia,,M,Gold,,Arsenic,Unknown,,Y,Producer,Gold,"Chlorite, Quartz, Sericite, Talc",,,,Schist,Plutonic Rock
Mt. Charlotte,-30.74388,121.47864,OC,Australia,Western Australia,,M,Gold,,,Unknown,,Y,Producer,"Gold, Pyrite",Quartz,,,Tension Direction Of Oblique Faults,Diorite,Basalt
Coobina,-23.49646,120.28261,OC,Australia,,,M,Chromium,,,Unknown,,S,Past Producer,"Chromite, Magnetite, Serpentine","Chlorite, Talc",,,,Serpentinite,
Koolan Island Mine,-16.13031,123.23257,OC,Australia,Western Australia,,M,Iron,,,Unknown,,Y,Producer,Hematite,,,,,"Mafic Intrusive Rock,Quartzite,Sandstone",
Koolyanobbing,-30.82942,119.49925,OC,Australia,Western Australia,,M,Iron,,,Unknown,,Y,Past Producer,"Goethite, Hematite, Limonite, Magnetite, Siderite",,,,,"Quartzite,Amphibolite,Chert,Iron Formation",
Mount Tom Price Mine,-22.7465,117.74934,OC,Australia,Western Australia,,M,Iron,,,Unknown,,Y,Producer,"Goethite, Hematite, Magnetite",,,,,"Shale,Iron Formation",
Mount Whaleback Mine,-23.36314,119.68262,OC,Australia,Western Australia,,M,Iron,,,Unknown,,Y,Producer,Hematite,,,,,Shale,
Paraburdoo Mine,-23.2298,117.58268,OC,Australia,Western Australia,,M,Iron,,,Unknown,,Y,Producer,"Goethite, Hematite, Limonite",,,,,Iron Formation,
Robe River Mine,-21.68267,116.34382,OC,Australia,Western Australia,,M,Iron,,,Unknown,,Y,Producer,"Goethite, Hematite, Limonite",,,,,,
Middleback Mine,-29.99624,137.16551,OC,Australia,South Australia,,M,Iron,,,Unknown,,Y,Producer,Hematite,,,,,,
Olympic Dam Project,-30.44623,136.88217,OC,Australia,South Australia,,B,"Silver, Gold, Copper, Uranium",,"REE, Fluorine-Fluorite, Barium-Barite",Unknown,,Y,Past Producer,"Bastnaesite, Bornite, Brannerite, Chalcocite, Chalcopyrite, Cobaltite, Coffinite, Hematite, Pitchblende, Pyrite, Siderite, Silver","Anhydrite, Barite, Carrollite, Chlorite, Florencite, Fluorite, Magnetite, Quartz, Rutile, Sericite, Tourmaline",,Roxby Downs,,Granite,Granite
Que River Mine,-41.96921,146.62883,OC,Australia,Tasmania,,M,"Copper, Gold, Zinc, Lead, Silver",,,Unknown,,Y,Producer,,,,,,,
Del Park-Huntly Mine,-32.66767,116.03266,OC,Australia,Western Australia,,M,Aluminum,,,Unknown,,Y,Producer,,,,,,,
Gove Mine,-19.41107,133.36423,OC,Australia,Northern Territory*,,M,Aluminum,,,Unknown,,Y,Producer,,,,,,,
Huntley Mine,-32.66767,116.03266,OC,Australia,Western Australia,,M,Aluminum,,,Unknown,,Y,Producer,,,,,,,
Jarrahdale Mine,-32.2699,116.07294,OC,Australia,Western Australia,,M,Aluminum,,,Unknown,,Y,Producer,,,,,,,
Weipa Mine,-22.57045,144.54695,OC,Australia,Queensland,,M,Aluminum,,,Unknown,,Y,Producer,,,,,,,
Willowdale Mine,-32.91793,116.01266,OC,Australia,Western Australia,,M,Aluminum,,,Unknown,,Y,Producer,,,,,,,
Woodsreef Mine,-32.16647,147.01159,OC,Australia,New South Wales,,N,Asbestos,,,Unknown,,Y,Past Producer,,,,,,,
Argo Mine,-19.41107,133.36423,OC,Australia,Northern Territory*,,M,Gold,,,Unknown,,Y,Producer,,,,,,,
Haveluck Mine,-26.566,118.50208,OC,Australia,Western Australia,,M,Gold,,,Unknown,,Y,Past Producer,,,,,,,
Bamboo Creek Mine,-20.9233,120.22401,OC,Australia,Western Australia,,M,Gold,,,Unknown,,Y,Producer,,,,,,,
Bellevue Mine,-27.63573,128.55544,OC,Australia,Western Australia,,M,Gold,,,Unknown,,Y,Producer,,,,,,,
Black Cat Ii Mine,-28.04148,117.75431,OC,Australia,Western Australia,,M,Gold,,,Unknown,,Y,Producer,,,,"North Morning Star-Parkinson, Plant",,,
Blue Bird Mine,-26.71571,118.42292,OC,Australia,Western Australia,,M,Gold,,,Unknown,,Y,Producer,,,,,,,
Cement Hill Mine,-22.57045,144.54695,OC,Australia,Queensland,,M,Gold,,,Unknown,,Y,Producer,,,,,,,
Central Norseman Mine,-32.17688,121.7889,OC,Australia,Western Australia,,M,Gold,,,Unknown,,Y,Producer,,,,,,,
Cosmo Howley Mine,-13.53054,131.38241,OC,Australia,Northern Territory*,,M,Gold,,,Unknown,,Y,Producer,"Chalcopyrite, Goethite, Gold, Hematite, Limonite, Pyrite, Pyrrhotite","Garnet, Graphite, Mica, Quartz",,Cosmopolitan Howley,,Mudstone,
Cracow Mine,-22.57045,144.54695,OC,Australia,Queensland,,M,Gold,,,Unknown,,Y,Producer,,,,,,,
Croydon Mine,-22.57045,144.54695,OC,Australia,Queensland,,M,Gold,,,Unknown,,Y,Producer,,,,,,,
Explorer Mine,-19.41107,133.36423,OC,Australia,Northern Territory*,,M,Gold,,,Unknown,,Y,Producer,,,,,,,
Far Fanning Mine,-22.57045,144.54695,OC,Australia,Queensland,,M,Gold,,,Unknown,,Y,Producer,,,,,,,
Fimiston Kma Mine,-30.76638,121.4967,OC,Australia,Western Australia,,M,Gold,,,Unknown,,Y,Producer,,,,Golden Mile Superpit,,,
Fimiston Nkm Mine,-30.76638,121.4967,OC,Australia,Western Australia,,M,Gold,,,Unknown,,Y,Producer,,,,,,,
Galtee More Mine,-28.00788,117.82792,OC,Australia,Western Australia,,M,Gold,,,Unknown,,Y,Past Producer,"Gold, Magnetite, Pyrite, Pyrrhotite","Chlorite, Quartz",,"Yuletide, Spearmont Orebody, Galtee Orebody, Brooklyn West, North West Galtee, Banker, Dunboyne, Empress",,"Chert,Basalt","Shale,Iron Formation"
Gidgee Mine,-27.41735,119.40567,OC,Australia,Western Australia,,M,Gold,,,Unknown,,Y,Producer,,,,,,,
Golconda Operations,-27.63955,117.87764,OC,Australia,Western Australia,,M,Gold,,,Unknown,,Y,Past Producer,,,,,,,
Golden Kilometre Mine,-31.51663,121.23281,OC,Australia,Western Australia,,M,Gold,,,Unknown,,Y,Producer,,,,,,,
Golden Spec Mine,-21.82101,120.26235,OC,Australia,Western Australia,,M,Gold,,,Unknown,,Y,Producer,,,,,,,
Goodall Mine,-19.41107,133.36423,OC,Australia,Northern Territory*,,M,Gold,,,Unknown,,Y,Producer,,,,,,,
Goongarre Mine,-31.04248,121.16059,OC,Australia,Western Australia,,M,Gold,,,Unknown,,Y,Past Producer,,,,,,,
Great Victoria Mine,-31.54162,119.57146,OC,Australia,Western Australia,,M,Gold,,,Unknown,,Y,Past Producer,,,,,,,
Hannans S. Mine,-30.88082,121.55031,OC,Australia,Western Australia,,M,Gold,,,Unknown,,Y,Past Producer,,,,,,,
Harbour Lights Mine,-28.87118,121.31978,OC,Australia,Western Australia,,M,Gold,,,Unknown,,Y,Past Producer,,,,,,,
Hedges Mine,-32.72989,116.33321,OC,Australia,Western Australia,,M,Gold,,,Unknown,,Y,Producer,,,,,,,
Jubilee Mine,-31.03053,121.60336,OC,Australia,Western Australia,,M,Gold,,,Unknown,,Y,Producer,,,,,,,
Kambalda Mine,-31.3708,121.80002,OC,Australia,Western Australia,,M,Gold,,,Unknown,,Y,Producer,,,,St. Ives,,,
Kidston Mine,-18.88022,144.14881,OC,Australia,Queensland,,M,Gold,Silver,,Unknown,,Y,Producer,"Chalcopyrite, Galena, Gold, Molybdenite, Pyrite, Pyrrhotite","Ankerite, Clay, Quartz, Sericite, Tourmaline",,,,"Quartzite,Schist,Gneiss,Migmatite,Amphibolite",Diorite
King of the Hills Mine,-28.66897,121.16089,OC,Australia,Western Australia,,M,Gold,,,Unknown,,Y,Producer,,,,Tramcola,,,
Kurara Mine,-27.03543,118.28764,OC,Australia,Western Australia,,M,Gold,,,Unknown,,Y,Past Producer,,,,,,,
Lady Bountiful Mine,-30.50055,121.2056,OC,Australia,Western Australia,,M,Gold,,,Unknown,,Y,Past Producer,"Chalcopyrite, Galena, Gold, Pyrite, Pyrrhotite, Scheelite, Sphalerite",Quartz,,,,"Monzonite,Granite",
Laverton Mine,-25.46243,122.17743,OC,Australia,Western Australia,,N,Sulfur,,,Unknown,,Y,Producer,,,,,,,
Lawlers Mine,-28.07289,120.53646,OC,Australia,Western Australia,,M,Gold,,,Unknown,,Y,Producer,,,,,,,
Marvel Loch Mine,-31.45995,119.49035,OC,Australia,Western Australia,,M,Gold,,,Unknown,,Y,Producer,,,,,,,
Mertondale Mine,-28.58259,121.53893,OC,Australia,Western Australia,,M,Gold,,,Unknown,,Y,Past Producer,,,,,,,
Mt. Fisher Mine,-26.84378,121.48062,OC,Australia,Western Australia,,M,Gold,,,Unknown,,Y,Past Producer,,,,,,,
Mt. Henry/Australis Mine,-32.37215,121.78474,OC,Australia,Western Australia,,M,Gold,,,Unknown,,Y,Past Producer,,,,,,,
Mt. Leyshon Mine,-20.28015,146.24877,OC,Australia,Queensland,,M,"Silver, Gold",,,Unknown,,Y,Producer,"Galena, Gold, Molybdenite, Pyrite, Pyrrhotite, Sphalerite","Anatase, Apatite, Calcite, Chlorite, Monazite, Muscovite, Quartz, Rutile, Siderite",,,,"Volcanic Rock (Aphanitic),Volcanic Breccia (Agglomerate),Rhyolite",
Mt. Magnet Mine,-28.03176,117.79598,OC,Australia,Western Australia,,M,Gold,,,Unknown,,Y,Producer,,,,,,,
Mt. Morgans Mine,-22.57045,144.54695,OC,Australia,Queensland,,M,Gold,,,Unknown,,Y,Producer,,,,,,,
Mt. Percy Mine,-30.7175,121.47753,OC,Australia,Western Australia,,M,Gold,,,Unknown,,Y,Past Producer,,,,,,,
Nevoria Mine,-31.50578,119.58257,OC,Australia,Western Australia,,M,Gold,,,Unknown,,Y,Producer,,,,,,,
Norseman Mine,-32.17688,121.7889,OC,Australia,Western Australia,,M,Gold,,,Unknown,,Y,Producer,,,,,,,
Hellyer Mine,-41.96921,146.62883,OC,Australia,Tasmania,,M,"Copper, Silver, Gold",,,Unknown,,Y,Producer,,,,,,,
Paddington Mine,-30.48194,121.34114,OC,Australia,Western Australia,,M,Gold,,,Unknown,,Y,Producer,"Gold, Marcasite","Albite, Ankerite, Dolomite, Quartz",,"Paddington IiPaddington I, Perserverence Shaft",,Felsic Volcanic Rock,
Paringa Mine,-30.76721,121.4992,OC,Australia,Western Australia,,M,Gold,,,Unknown,,Y,Past Producer,,,,,,,
Pine Creek Mine,-19.41107,133.36423,OC,Australia,Northern Territory*,,M,Gold,,,Unknown,,Y,Producer,,,,,,,
Ravenswood Mine,-22.57045,144.54695,OC,Australia,Queensland,,M,Gold,,,Unknown,,Y,Producer,,,,,,,
Red Dome Mine,-17.11368,144.39882,OC,Australia,Queensland,,M,Gold,,,Unknown,,Y,Producer,"Bornite, Chalcocite, Chalcopyrite, Gold, Magnetite, Molybdenite, Sphalerite","Garnet, Wollastonite",,Mungana,Intrusive Contact,"Sandstone,Conglomerate,Limestone,Chert,Andesite",Mafic Intrusive Rock
Reedy's Mine,-27.09958,118.3668,OC,Australia,Western Australia,,M,Gold,,,Unknown,,Y,Producer,,,,,,,
Sons of Gwalia Mine,-28.91451,121.33061,OC,Australia,Western Australia,,M,Gold,,,Unknown,,Y,Producer,,,,,,,
Stawell Mine,-36.85361,144.30646,OC,Australia,Victoria,,M,Gold,,,Unknown,,Y,Producer,,,,,,,
Telfer Mine,-21.72019,122.21063,OC,Australia,Western Australia,,M,Gold,,,Unknown,,Y,Producer,Pyrite,"Limonite, Quartz",,"West Dome, Main Dome, Bot Flat",,"Shale,Siltstone,Sandstone,Dolomite",Granite
Temora Mine,-32.16647,147.01159,OC,Australia,New South Wales,,M,Gold,,,Unknown,,Y,Producer,,,,,,,
Tower Hill Mine,-28.89507,121.32061,OC,Australia,Western Australia,,M,Gold,,,Unknown,,Y,Past Producer,,,,,,,
Trafalgar Mine,-30.76582,121.53114,OC,Australia,Western Australia,,M,Gold,,,Unknown,,Y,Past Producer,,,,,,,
Victoria Defiance Mine,-31.32441,121.7678,OC,Australia,Western Australia,,M,Gold,,,Unknown,,Y,Producer,,,,,,,
Westonia Gold Deposits,-31.28857,118.6976,OC,Australia,Western Australia,,M,Gold,,,Unknown,,Y,Past Producer,"Chalcopyrite, Digenite, Galena, Gold, Hessite, Ilmenite, Marcasite, Molybdenite, Pyrite, Pyrrhotite, Rutile, Sphalerite","Biotite, Feldspar, Kaolin, Limonite, Quartz, Zircon",,Edna May,,Gneiss,Ultramafic Intrusive Rock
Wiluna Deposits,-26.63129,120.23759,OC,Australia,Western Australia,,M,Gold,,,Unknown,,Y,Producer,"Gold, Pyrite, Stibnite",Quartz,,"Includes:  East Lode, West Lode, Essex, Happy Jack",,Meta-Basalt,Metavolcanic Rock
Wirralie Mine,-22.57045,144.54695,OC,Australia,Queensland,,M,Gold,,,Unknown,,Y,Producer,,,,,,,
Mineral Hill Mine,-32.16647,147.01159,OC,Australia,New South Wales,,M,"Copper, Gold",,,Unknown,,Y,Producer,,,,,,,
Starra Mine,-22.57045,144.54695,OC,Australia,Queensland,,M,"Copper, Gold",,,Unknown,,Y,Producer,,,,,,,
Warrego Mine,-19.44679,133.81567,OC,Australia,Northern Territory*,,M,"Gold, Copper, Bismuth",,,Unknown,,Y,Past Producer,"Chalcopyrite, Gold, Pyrite","Chlorite, Magnetite, Quartz",,,"Faults, Structural Features","Mafic Intrusive Rock,Slate,Schist",Granite
Mt. Gunson Mine,-30.10078,135.82559,OC,Australia,South Australia,,M,Copper,,,Unknown,,Y,Past Producer,,,,,,,
Gecko Mine,-19.41107,133.36423,OC,Australia,Northern Territory*,,M,"Gold, Copper",,,Unknown,,Y,Past Producer,,,,,,,
Csa Cobar Mine,-32.16647,147.01159,OC,Australia,New South Wales,,M,"Lead, Copper, Silver, Zinc",,,Unknown,,Y,Producer,,,,,,,
Mt. Isa Mine,-22.57045,144.54695,OC,Australia,Queensland,,M,"Silver, Lead, Zinc, Copper",,,Unknown,,Y,Producer,,,,,,,
Argyle Mine,-16.69502,128.38302,OC,Australia,Western Australia,,N,Diamond,,,Unknown,,Y,Producer,,,,Upper Smoke Creek,,,
Eastern Deepdale Mine,-21.74795,116.24022,OC,Australia,Western Australia,,M,Iron,,,Unknown,,Y,Producer,,,,,,,
Koolan Island Mine,-16.12587,123.73812,OC,Australia,Western Australia,,M,Iron,,,Unknown,,Y,Past Producer,,,,,,,
Koolyanobbing Mine,-30.79442,119.51647,OC,Australia,Western Australia,,M,Iron,,,Unknown,,Y,Past Producer,,,,,,,
Mt. Tom Price Mine,-22.764,117.76934,OC,Australia,Western Australia,,M,Iron,,,Unknown,,Y,Producer,,,,,,,
Mr. Whaleback Mine,-23.35619,119.67568,OC,Australia,Western Australia,,M,Iron,,,Unknown,,Y,Producer,,,,,,,
Paraburdoo Mine,-23.22786,117.60045,OC,Australia,Western Australia,,M,Iron,,,Unknown,,Y,Producer,,,,,,,
Shay Gap Mine,-20.49526,120.10347,OC,Australia,Western Australia,,M,Iron,,,Unknown,,Y,Producer,,,,,,,
Sunrise Hill Mine,-20.49526,120.10347,OC,Australia,Western Australia,,M,Iron,,,Unknown,,Y,Producer,,,,,,,
Groote Eylandt Mine,-19.41107,133.36423,OC,Australia,Northern Territory*,,M,Manganese,,,Unknown,,Y,Producer,,,,,,,
Greenvale Mine,-22.57045,144.54695,OC,Australia,Queensland,,M,"Cobalt, Nickel",,,Unknown,,Y,Producer,,,,,,,
Kambalda Mine,-31.18776,122.00251,OC,Australia,Western Australia,,M,"Nickel, Copper, PGE, Cobalt",,,Unknown,,Y,Producer,,,,,,,
Windarra Mine,-28.61009,122.23892,OC,Australia,Western Australia,,M,"Nickel, Copper",,,Unknown,,Y,Past Producer,,,,,,,
Hellyer Pb Zn Mine,-41.96921,146.62883,OC,Australia,Tasmania,,M,"Silver, Zinc, Lead",,,Unknown,,Y,Producer,,,,,,,
North Broken Hill Mine,-32.16647,147.01159,OC,Australia,New South Wales,,M,"Silver, Zinc, Lead",,,Unknown,,Y,Producer,,,,,,,
